Report Date,Advanced Biological Research System,ABRS,Autonomous Biological System,ABS,Acoustic Diagnostics Facility,Actiwatch,Actiwatch Spectrum System,Actiwatch Spectrum,Avian Development Facility,ADF,ADvanced Space Experiment Processor,ADSEP,ADvanced Space Experiment Processor-2,ADSEP-2,Animal Enclosure Module,AEM,Anomalous Long Term Effects in Astronauts' Central Nervous System Facility,ALTEA Facility,Additive Manufacturing Facility,Manufacturing Device,Advanced Protein Crystallization Facility,APCF,Aquatic Habitat,ARCTIC Refrigerator and Freezer,ARCTIC,Advanced Resistive Exercise Device,ARED,Astro Garden,Astrobee,Bartolomeo,Bio-Analyzer,BioChip SpaceLab,Bioculture System,Bioculture System Facility,BioFabrication Facility,BioFabrication Facility (BFF),Bioimpedance Analyzer,BIOKON,Biological Experiment Laboratory,BioLab,Bio-Monitor,BioServe Centrifuge,BioServe Microscope,Biotube,Bone Densitometer,Biological Research In Canisters,BRIC,Biotechnology Specimen Temperature Controller,BSTC,Biotechnology Temperature Refrigerator,BTR,Boiling eXperiment Facility,BXF,Carbon Dioxide Meter,Clean Bench,CB,Cell Biology Experiment Facility,CBEF,Cell Biology Experiment Facility-L,CBEF-L,Human Research Facility Continuous Blood Pressure Device,CBPD,Chamber for Combustion Experiment,CCE,Cell Culturing,CellCult,Cycle Ergometer with Vibration Isolation and Stabilization (CEVIS) System,CEVIS,Commercial Generic Bioprocessing Apparatus,CGBA,Combustion Integrated Rack - Fluids and Combustion Facility,CIR,Combined Operational Load Bearing External Resistance Treadmill,COLBERT,Cold Atom Lab,Columbus - External Payload Facility,Columbus-EPF,Confocal Space Microscope,Confocal Microscope,Commercial Refrigerator Incubator Module - Modified,CRIM-M,Cryo Chiller,Cyclops,Dextre Deployable Vision System,DDVS,Device for the Study of Critical Liquids and Crystallization,DECLIC,Double Coldbag,European Drawer Rack,EDR,European Drawer Rack-2,EDR-2,New JEM exposed facility platform for payloads of IVA supply experiments,EFU Adapter,IVA Supply Exposed Experiment Platform Type2,EFU Adapter2,Expedite the Processing of Experiments to the Space Station Logistics Carrier,ELC,Electrostatic Levitation Furnace,ELF,ELaboratore Immagini TElevisive - Space 2 Facility,ELITE-S2 Facility,European Modular Cultivation System,EMCS,Electromagnetic Levitator,EML,European Physiology Module,EPM,European Transportation Carrier,ETC,European Technology Exposure Facility,EuTEF,Exposed Experiment Handrail Attachment Mechanism,EXHAM Facility,EXpedite the PRocessing of Experiments&nbsp;to Space Station Rack,EXPRESS Rack,Faraday Research Facility,Fluids Integrated Rack - Fluids and Combustion Facility,FIR,Fluid Processing Cassette,FPC,Fluid Physics Experiment Facility,FPEF,Freezer/Refrigerator/Incubator Device for Galley and Experimentation,FRIDGE,Freezer-Refrigerator Of STirling cycle,FROST,Fruit Fly Lab,Fluid Science Laboratory,FSL,Freezer/Refrigerator/Incubator Device for Galley and Experimentation (FRIDGE),Galley Refrigerator-Freezer,Gas Analyzer System for Metabolic Analysis Physiology,GASMAP,Group Activation Pack-Fluid Processing Apparatus,GAP-FPA,Granada Crystallization Facility,GCF,General Laboratory Active Cryogenic ISS Experiment Refrigerator,GLACIER,Glovebox Freezer,Kennedy Space Center Gaseous Nitrogen Freezer,GN2,Gradient Heating Furnace,GHF,Hermes Facility,Hand Grip Dynamometer-Pinch Force Dynamometer,HGD-PFD,Human Research Facility Holter Monitor,Holter,Holter Monitor 2,Hand Posture Analyzer Facility,HPA Facility,Human Research Facility-1,HRF-1,Human Research Facility-2,HRF-2,HTV Small Re-entry Capsule,HSRC,International Commercial Experiment Cubes Facility,ICE Cubes Facility,Iceberg,In Situ Chemiluminescent Reader,Image Processing Unit,IPU,Image Processing Unit 2,IPU2,Interim Resistive Exercise Device,iRED,ISS SERVIR Environmental Research and Visualization System,ISERV (Facility),International Space Station Ham Radio (also known as Amateur Radio on the International Space Station (ARISS)),ISS Ham Radio (ARISS),JAXA Mouse Habitat Unit,Japanese Experiment Module - Exposed Facility,JEM-EF,JEM Small Satellite Orbital Deployer,J-SSOD,KEyence Research MIcroscope Testbed,KERMIT,Kennedy Space Center Fixation Tube,KFT,KOBAIRO Rack,Kubik,Light Ions Detector for ALTEA Facility,LIDAL Facility,Life Sciences Glovebox,Life Science Glovebox (LSG),Light Microscopy Module,LMM,Life Support Rack,LSR,Microgravity Acceleration Measurement System,MAMS,Muscle Atrophy Research and Exercise System,MARES,Mass Measurement Device,Mice Drawer System Facility,MDS Facility,Minus Eighty-Degree Laboratory Freezer for ISS,MELFI,Microgravity Experiment Research Locker Incubator,MERLIN,MicroPREP,Mini Coldbag,Made In Space Fiber Optics,MIS Fiber,Materials ISS Experiment Flight Facility,MISSE-FF,Multiple Orbital Bioreactor with Instrumentation and Automated Sampling,MOBIAS,Mobile SpaceLab,Mochii,MQ-Warmchain,Microgravity Science Glovebox,MSG,Materials Science Laboratory,MSL,Multi Purpose Small Payload Rack,MSPR,Multi Purpose Small Payload Rack-2,MSPR-2,Materials Science Research Rack-1,MSRR-1,Multiple User System for Earth Sensing Facility,MUSES,Microgravity Vibration Isolation Subsystem,MVIS,Multi-use Variable-g Platform,MVP,Maintenance Work Area,MWA,Nanoracks Bishop Airlock,Nanoracks Airlock,NanoRacks Astrium Centrifuge,NanoRacks CubeSat Deployer,NanoRacks External Platform,NanoRacks Kaber Microsat Deployer,NanoRacks Microsat Deployer,NanoRacks Microscopes,Nanoracks Nanode,NanoRacks Plate Reader,NanoRacks Platforms,NanoRacks External Cygnus CubeSat Deployer,NanoRacks-extCygnus-NRCSD,NanoRacks-GoPro Fusion,Portable Clinical Blood Analyzer - i-STAT,PCBA,Protein Crystal Growth - Single Locker Thermal Enclosure System,PCG-STES,Protein Crystallization Research Facility,PCRF,PErsonal Radiation Shielding for intErplanetary missiOns Facility,PERSEO Facility,PFMI Facility,Pulmonary Function System,PFS,Portable Glovebox,PGB,Advanced Plant Habitat,Plant Habitat,Polar,Portable Pulmonary Function System,Demonstration of a Programmable Isolation Mount to Precisely Control and Manipulate the Acceleration Environment for Microgravity Research,Programmable Isolation Mount,Radiation Area Monitor,RAM,Refrigerated Centrifuge,RC,Rodent Research Facility,Ryutai Experiment Rack,Ryutai,Space Automated Bioproduct Laboratory,SABL,Saibo Experiment Rack,Saibo,Space Automated Lab Incubator,SALI,Space Acceleration Measurement System-II,SAMS-II,Space Communications and Navigation Testbed,SCAN Testbed (Facility),Solution Crystallization Observation Facility,SCOF,Space Linear Acceleration Mass Measurement Device,SLAMMD,SlingShot,Solid Fuel Ignition and Extinction,SoFIE,Sun Monitoring on the External Payload Facility of Columbus,Solar,Solidification Using a Baffle in Sealed Ampoules (SUBSA),SUBSA,SPACE DREAMS Facility,Spectrum,Synchronized Position Hold Engage Reorient Experimental Satellites,SPHERES (Facility),Small Payload Support Equipment,SPySE,Space Technology and Advanced Research Systems Inc.-1 Experiment Facility,STaARS-1 EF,TangoLab-1,TangoLab-2,TELe-Luminescence Analysis System,TELLAS,Tissue Equivalent Proportional Counter,TEPC,Treadmill with Vibration Isolation and Stabilization System,TVIS,Human Research Facility Ultrasound on the International Space Station,Ultrasound,Human Research Facility Ultrasound on the International Space Station 2 ,Ultrasound 2,Urine Monitoring System,UMS,Vegetable Production System,Veggie,Wearable System for Sleep Monitoring in Microgravity Facility,Wearable Monitoring Facility,Wet Lab Kit,Wet Lab RNA SmartCycler,Window Observational Research Facility,WORF
2009-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-09,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
