,support,itemsets,length,frequency
64,0.11774193548387096,"frozenset({'HRF-1', 'Actiwatch'})",2,292
72,0.04032258064516129,"frozenset({'Actiwatch', 'Holter Monitor 2'})",2,100
73,0.016935483870967744,"frozenset({'EPM', 'Holter Monitor 2'})",2,42
99,0.016935483870967744,"frozenset({'EPM', 'Actiwatch'})",2,42
182,0.010483870967741936,"frozenset({'Portable Pulmonary Function System', 'PFS'})",2,26
162,0.008064516129032258,"frozenset({'Holter', 'PFS'})",2,20
108,0.0064516129032258064,"frozenset({'CBPD', 'Holter Monitor 2'})",2,16
135,0.0064516129032258064,"frozenset({'EPM', 'Holter'})",2,16
136,0.00564516129032258,"frozenset({'Actiwatch', 'Holter'})",2,14
299,0.004838709677419355,"frozenset({'PFS', 'HRF-2'})",2,12
109,0.004838709677419355,"frozenset({'CBPD', 'Actiwatch'})",2,12
300,0.004838709677419355,"frozenset({'Holter', 'HRF-2'})",2,12
107,0.004032258064516129,"frozenset({'CBPD', 'EPM'})",2,10
165,0.004032258064516129,"frozenset({'EPM', 'PFS'})",2,10
137,0.0024193548387096775,"frozenset({'Holter Monitor 2', 'Holter'})",2,6
110,0.0016129032258064516,"frozenset({'CBPD', 'Holter'})",2,4
301,0.0016129032258064516,"frozenset({'EPM', 'HRF-2'})",2,4
184,0.0008064516129032258,"frozenset({'Portable Pulmonary Function System', 'Holter'})",2,2
167,0.0008064516129032258,"frozenset({'PFS', 'Ultrasound'})",2,2
185,0.0008064516129032258,"frozenset({'EPM', 'Portable Pulmonary Function System'})",2,2
234,0.0008064516129032258,"frozenset({'EPM', 'PCBA'})",2,2
